geneSymbol	Context2	DEG_chr	DEG_start	DEG_end	geneType
CFAP410	TvC	chr21	44328944	44339402	protein_coding
LRRC3	TvC	chr21	44455490	44462196	protein_coding
SLX9	TvC	chr21	44939938	44977014	protein_coding
LSS	TvC	chr21	46188141	46228840	protein_coding
ADAMTS13	TvC	chr9	133414358	133459402	protein_coding
SLC2A6	TvC	chr9	133471088	133479148	protein_coding
GPSM1	TvC	chr9	136327476	136359605	protein_coding
ST6GALNAC6	TvC	chr9	127885321	127906616	protein_coding
PKN3	TvC	chr9	128702499	128720924	protein_coding
BRSK1	TvC	chr19	55282072	55312562	protein_coding
COX6B2	TvC	chr19	55349306	55354719	protein_coding
PLPP7	TvC	chr9	131289459	131359022	protein_coding
DEDD2	TvC	chr19	42198593	42220140	protein_coding
ZBTB7B	TvC	chr1	155002543	155018525	protein_coding
IL6R	TvC	chr1	154405193	154469450	protein_coding
NBEAL2	TvC	chr3	46979666	47009707	protein_coding
AZGP1	TvC	chr7	99966720	99976066	protein_coding
HK3	TvC	chr5	176880820	176899437	protein_coding
SH2B2	TvC	chr7	102284995	102321712	protein_coding
SQSTM1	TvC	chr5	179806398	179838078	protein_coding
FBXO27	TvC	chr19	38990714	39033773	protein_coding
BDH1	TvC	chr3	197509776	197573382	protein_coding
LRRC56	TvC	chr11	536841	554925	protein_coding
SHANK1	TvC	chr19	50659255	50719802	protein_coding
FMNL3	TvC	chr12	49636499	49708165	protein_coding
AQP5	TvC	chr12	49961811	49965682	protein_coding
IP6K3	TvC	chr6	33721315	33750520	protein_coding
ALOX15	TvC	chr17	4630919	4642294	protein_coding
CXCL16	TvC	chr17	4733533	4739934	protein_coding
MSLNL	TvC	chr16	769428	782054	protein_coding
BICDL2	TvC	chr16	3027682	3036993	protein_coding
ZG16B	TvC	chr16	2830162	2839585	protein_coding
SHANK2	TvC	chr11	70467805	71252844	protein_coding
PDZK1IP1	TvC	chr1	47183582	47191398	protein_coding
PLPP3	TvC	chr1	56494761	56645301	protein_coding
PRKAA2	TvC	chr1	56645314	56715335	protein_coding
SLC45A1	TvC	chr1	8318104	8344167	protein_coding
SLC25A34	TvC	chr1	15736176	15741392	protein_coding
AKR7A3	TvC	chr1	19282496	19288823	protein_coding
DHRS3	TvC	chr1	12567909	12620133	protein_coding
LAPTM5	TvC	chr1	30732465	30757855	protein_coding
SDC3	TvC	chr1	30869466	30908810	protein_coding
SYNC	TvC	chr1	32679906	32703596	protein_coding
NHSL3	TvC	chr1	32741696	32774970	protein_coding
MEGF6	TvC	chr1	3487942	3611543	protein_coding
CCDC27	TvC	chr1	3746460	3771645	protein_coding
NEXN	TvC	chr1	77888480	77943895	protein_coding
LRRIQ3	TvC	chr1	74026015	74198187	protein_coding
NTNG1	TvC	chr1	107140007	107484923	protein_coding
AKNAD1	TvC	chr1	108815898	108963484	protein_coding
GBP4	TvC	chr1	89181144	89198942	protein_coding
GFI1	TvC	chr1	92472360	92486925	protein_coding
EXTL2	TvC	chr1	100872372	100896000	protein_coding
CADM3	TvC	chr1	159171609	159203313	protein_coding
NLRP3	TvC	chr1	247332331	247449668	protein_coding
SLAMF9	TvC	chr1	159951492	159954237	protein_coding
ATF3	TvC	chr1	212565334	212620777	protein_coding
DENND2D	TvC	chr1	111185969	111204535	protein_coding
SNED1	TvC	chr2	240998612	241095569	protein_coding
C1orf115	TvC	chr1	220690363	220699153	protein_coding
MT2P1	TvC	chr4	68376323	68376505	processed_pseudogene
HAAO	TvC	chr2	42765709	42792941	protein_coding
IL24	TvC	chr1	206897443	206904139	protein_coding
PIGR	TvC	chr1	206928522	206949367	protein_coding
REL	TvC	chr2	60881491	60931612	protein_coding
DISC1	TvC	chr1	231626790	232041272	protein_coding
KCNF1	TvC	chr2	10911096	10914225	protein_coding
LRATD1	TvC	chr2	14632700	14650814	protein_coding
CCDC74A	TvC	chr2	131527675	131533666	protein_coding
SLC16A14	TvC	chr2	230034974	230068999	protein_coding
INHBB	TvC	chr2	120346136	120351803	protein_coding
NEURL3	TvC	chr2	96497644	96508153	protein_coding
IVL	TvC	chr1	152908546	152911886	protein_coding
SPRR3	TvC	chr1	153001747	153003856	protein_coding
SPRR2D	TvC	chr1	153039732	153041931	protein_coding
PGLYRP4	TvC	chr1	153330120	153348841	protein_coding
ARHGAP25	TvC	chr2	68679601	68826833	protein_coding
S100A9	TvC	chr1	153357767	153361027	protein_coding
TGFA	TvC	chr2	70447284	70554193	protein_coding
NPPC	TvC	chr2	231921809	231926396	protein_coding
ALPP	TvC	chr2	232378724	232382889	protein_coding
ANTXR2	TvC	chr4	79901146	80125454	protein_coding
CLDN1	TvC	chr3	190305707	190322446	protein_coding
COL6A3	TvC	chr2	237324003	237414405	protein_coding
INAVA	TvC	chr1	200891003	200915742	protein_coding
LINC01116	TvC	chr2	176611437	176637931	lncRNA
IGFN1	TvC	chr1	201190824	201228952	protein_coding
SLC15A2	TvC	chr3	121894391	121944188	protein_coding
EIF4E3	TvC	chr3	71675414	71754773	protein_coding
FSTL1	TvC	chr3	120392293	120451241	protein_coding
ELF3	TvC	chr1	202007945	202017183	protein_coding
PDCL2	TvC	chr4	55556519	55592245	protein_coding
TMEM169	TvC	chr2	216081866	216102783	protein_coding
IGFBP7	TvC	chr4	57030766	57110690	protein_coding
CXCR1	TvC	chr2	218162841	218166962	protein_coding
TMEM79	TvC	chr1	156282935	156293185	protein_coding
STK36	TvC	chr2	218672052	218702717	protein_coding
CRYBA2	TvC	chr2	218990189	218994270	protein_coding
IHH	TvC	chr2	219054424	219060921	protein_coding
EOMES	TvC	chr3	27715949	27722711	protein_coding
TGFBR2	TvC	chr3	30606478	30694249	protein_coding
NFASC	TvC	chr1	204828651	205022822	protein_coding
NUAK2	TvC	chr1	205302063	205321745	protein_coding
IFI16	TvC	chr1	158999953	159055156	protein_coding
EIF5A2	TvC	chr3	170888418	170908644	protein_coding
SLC2A2	TvC	chr3	170995125	171026775	protein_coding
PPM1L	TvC	chr3	160755602	161078902	protein_coding
CADPS	TvC	chr3	62398346	62875563	protein_coding
C3orf49	TvC	chr3	63819299	63848636	protein_coding
PRICKLE2	TvC	chr3	64092236	64445476	protein_coding
ADAMTS9	TvC	chr3	64515654	64688000	protein_coding
PPM1K	TvC	chr4	88257620	88284769	protein_coding
DNASE1L3	TvC	chr3	58192257	58214697	protein_coding
CFAP20DC	TvC	chr3	58717365	59050084	protein_coding
RBM47	TvC	chr4	40423267	40630892	protein_coding
CXCL3	TvC	chr4	74036589	74038807	protein_coding
CXCL1	TvC	chr4	73869392	73871308	protein_coding
PLB1	TvC	chr2	28457145	28644142	protein_coding
NMNAT3	TvC	chr3	139558709	139678017	protein_coding
KLF15	TvC	chr3	126342635	126357458	protein_coding
LIPH	TvC	chr3	185506262	185552617	protein_coding
RPL39L	TvC	chr3	187120927	187180972	protein_coding
MELTF	TvC	chr3	196980590	197029874	protein_coding
S100P	TvC	chr4	6693878	6697170	protein_coding
SPRY1	TvC	chr4	123396754	123403760	protein_coding
MST1R	TvC	chr3	49886902	49906130	protein_coding
GRM2	TvC	chr3	51707061	51718616	protein_coding
PRSS12	TvC	chr4	118280038	118353003	protein_coding
SAP30	TvC	chr4	173369969	173377532	protein_coding
SCRG1	TvC	chr4	173384701	173410218	protein_coding
GUCY1A1	TvC	chr4	155666707	155737059	protein_coding
HPGD	TvC	chr4	174490175	174523154	protein_coding
NPY1R	TvC	chr4	163323962	163344852	protein_coding
FHIP1A	TvC	chr4	151409118	151670503	protein_coding
ITGA2	TvC	chr5	52989320	53094779	protein_coding
ELOVL7	TvC	chr5	60751791	60844274	protein_coding
CDC20B	TvC	chr5	55112971	55173177	protein_coding
SERINC5	TvC	chr5	80111228	80256048	protein_coding
EBF1	TvC	chr5	158695920	159099951	protein_coding
TERT	TvC	chr5	1253147	1295085	protein_coding
FOXQ1	TvC	chr6	1312098	1314758	protein_coding
LINC01600	TvC	chr6	2562085	2634734	lncRNA
ADGRF2P	TvC	chr6	47673420	47693719	transcribed_unitary_pseudogene
CSF2	TvC	chr5	132073789	132076170	protein_coding
SHROOM1	TvC	chr5	132822141	132830920	protein_coding
GRIK2	TvC	chr6	100962701	102081622	protein_coding
CGAS	TvC	chr6	73413515	73461726	protein_coding
CITED2	TvC	chr6	139371807	139375909	protein_coding
STXBP5	TvC	chr6	147203710	147391010	protein_coding
IL31RA	TvC	chr5	55851357	55922854	protein_coding
ANKRD55	TvC	chr5	56099680	56233330	protein_coding
PI16	TvC	chr6	36948263	36965993	protein_coding
TBX20	TvC	chr7	35202430	35254100	protein_coding
STK17A	TvC	chr7	43582758	43650713	protein_coding
GPR85	TvC	chr7	113078331	113087778	protein_coding
RELL2	TvC	chr5	141636950	141641064	protein_coding
KCNK5	TvC	chr6	39188128	39229559	protein_coding
SLC29A4	TvC	chr7	5274369	5307194	protein_coding
HEY1	TvC	chr8	79762371	79767857	protein_coding
ZNF704	TvC	chr8	80628451	80874781	protein_coding
SLC13A4	TvC	chr7	135681231	135729258	protein_coding
CTSB	TvC	chr8	11842524	11869533	protein_coding
SLC30A8	TvC	chr8	116950273	117176714	protein_coding
TMEM184A	TvC	chr7	1542235	1560821	protein_coding
MICALL2	TvC	chr7	1428465	1459496	protein_coding
SLC4A2	TvC	chr7	151057210	151076527	protein_coding
BAALC	TvC	chr8	103140433	103230305	protein_coding
CTHRC1	TvC	chr8	103371538	103382990	protein_coding
PDP1	TvC	chr8	93857788	93926068	protein_coding
TMEM67	TvC	chr8	93754844	93819234	protein_coding
SPMIP6	TvC	chr9	34379019	34397828	protein_coding
ABCA1	TvC	chr9	104781006	104928155	protein_coding
NFIL3	TvC	chr9	91408748	91425066	protein_coding
TMEM71	TvC	chr8	132685007	132760712	protein_coding
PRSS37	TvC	chr7	141836300	141841487	protein_coding
TMC1	TvC	chr9	72521608	72838297	protein_coding
ALDH1A1	TvC	chr9	72900670	73080442	protein_coding
QNG1	TvC	chr9	83938311	83956986	protein_coding
SVEP1	TvC	chr9	110365248	110579880	protein_coding
METTL27	TvC	chr7	73834012	73842539	protein_coding
CLDN3	TvC	chr7	73768997	73770270	protein_coding
WNK2	TvC	chr9	93184122	93320572	protein_coding
AQP3	TvC	chr9	33441156	33447596	protein_coding
CFL2	TvC	chr14	34709113	34714823	protein_coding
ZNF22-AS1	TvC	chr10	44997697	45236093	lncRNA
ZNF22	TvC	chr10	45000293	45005329	protein_coding
TMEM63C	TvC	chr14	77116568	77259498	protein_coding
FAAH2	TvC	chrX	57286632	57490641	protein_coding
OXGR1	TvC	chr13	96985713	96994730	protein_coding
STOX1	TvC	chr10	68827199	68895432	protein_coding
JCAD	TvC	chr10	30012803	30115494	protein_coding
NDRG2	TvC	chr14	21016763	21071094	protein_coding
CCDC186	TvC	chr10	114120862	114174232	protein_coding
ARHGAP42	TvC	chr11	100687288	100993941	protein_coding
LARGE2	TvC	chr11	45918146	45929376	protein_coding
RAPSN	TvC	chr11	47437762	47449192	protein_coding
TC2N	TvC	chr14	91779746	91867536	protein_coding
SMCO2	TvC	chr12	27446736	27502185	protein_coding
CLMN	TvC	chr14	95181940	95319921	protein_coding
CACNB2	TvC	chr10	18140424	18543557	protein_coding
HTRA1	TvC	chr10	122458551	122514907	protein_coding
TCP11L2	TvC	chr12	106301929	106347609	protein_coding
GLB1L3	TvC	chr11	134274245	134319579	protein_coding
AMN	TvC	chr14	102922663	102933596	protein_coding
SPINT1	TvC	chr15	40843513	40858383	protein_coding
FBN1	TvC	chr15	48408313	48645721	protein_coding
ASPG	TvC	chr14	104085537	104115582	protein_coding
FAM227B	TvC	chr15	49326962	49620929	protein_coding
PLEKHF1	TvC	chr19	29665398	29675477	protein_coding
TMEM100	TvC	chr17	55718739	55732121	protein_coding
APBB1	TvC	chr11	6395111	6419453	protein_coding
DCHS1	TvC	chr11	6621330	6655809	protein_coding
PPFIBP2	TvC	chr11	7513298	7657127	protein_coding
CYB5R2	TvC	chr11	7665097	7677222	protein_coding
WDR72	TvC	chr15	53513741	53762878	protein_coding
CDYL2	TvC	chr16	80597907	80804598	protein_coding
PKD1L2	TvC	chr16	81100875	81220370	protein_coding
CCDC68	TvC	chr18	54901504	54959519	protein_coding
BEAN1	TvC	chr16	66427295	66493529	protein_coding
SLFN5	TvC	chr17	35243043	35273655	protein_coding
LDHAL6A	TvC	chr11	18455824	18479601	protein_coding
LDHD	TvC	chr16	75111855	75116782	protein_coding
PLIN1	TvC	chr15	89664365	89679450	protein_coding
MESP1	TvC	chr15	89749875	89751249	protein_coding
ANPEP	TvC	chr15	89784875	89815401	protein_coding
SCNN1G	TvC	chr16	23182677	23216883	protein_coding
RBPMS2	TvC	chr15	64739886	64775621	protein_coding
NAV2	TvC	chr11	19350724	20121601	protein_coding
GLYATL1	TvC	chr11	58905398	59043527	protein_coding
NYAP1	TvC	chr7	100483605	100494802	protein_coding
SMAD3	TvC	chr15	67063763	67195173	protein_coding
MAP1A	TvC	chr15	43510958	43531620	protein_coding
SAMD14	TvC	chr17	50110040	50130160	protein_coding
ACSF2	TvC	chr17	50426158	50474845	protein_coding
CERCAM	TvC	chr9	128411751	128437351	protein_coding
ISLR2	TvC	chr15	74100311	74138540	protein_coding
GPRC5B	TvC	chr16	19856691	19886173	protein_coding
TBC1D2B	TvC	chr15	77984036	78077724	protein_coding
NOD2	TvC	chr16	50693217	50733348	protein_coding
MYO5B	TvC	chr18	49822789	50195164	protein_coding
RHEBL1	TvC	chr12	49064676	49070039	protein_coding
NCKAP5L	TvC	chr12	49791140	49828750	protein_coding
AQP2	TvC	chr12	49950737	49958878	protein_coding
TMC4	TvC	chr19	54160095	54173250	protein_coding
TMEM145	TvC	chr19	42313309	42325064	protein_coding
SPINT2	TvC	chr19	38244035	38292615	protein_coding
C19orf33	TvC	chr19	38304164	38305006	protein_coding
PSCA	TvC	chr8	142670308	142682725	protein_coding
PLIN4	TvC	chr19	4502182	4520379	protein_coding
NXN	TvC	chr17	799310	979776	protein_coding
SERPINF2	TvC	chr17	1742069	1755271	protein_coding
WDR81	TvC	chr17	1716523	1738599	protein_coding
TRPV3	TvC	chr17	3510502	3557812	protein_coding
GGT6	TvC	chr17	4556927	4560818	protein_coding
KLK1	TvC	chr19	50819146	50823787	protein_coding
KLK5	TvC	chr19	50943299	50953314	protein_coding
KLK6	TvC	chr19	50958631	50969673	protein_coding
KLK11	TvC	chr19	51022216	51028039	protein_coding
IGFBP6	TvC	chr12	53097436	53102345	protein_coding
ZNF558	TvC	chr19	8806170	8832314	protein_coding
NUDT8	TvC	chr11	67627937	67629937	protein_coding
HID1	TvC	chr17	74950741	74973166	protein_coding
EVPL	TvC	chr17	76004502	76027438	protein_coding
TMC8	TvC	chr17	78130770	78142968	protein_coding
GSDMA	TvC	chr17	39953263	39977768	protein_coding
CASKIN1	TvC	chr16	2177180	2196605	protein_coding
ABCA3	TvC	chr16	2275878	2340749	protein_coding
NLRC3	TvC	chr16	3539033	3577403	protein_coding
BEST1	TvC	chr11	61950063	61965515	protein_coding
FTH1	TvC	chr11	61959718	61967634	protein_coding
TRANK1	TvC	chr3	36826817	36945057	protein_coding
LTBP3	TvC	chr11	65538559	65558930	protein_coding
BATF2	TvC	chr11	64987945	64997018	protein_coding
SCARA3	TvC	chr8	27633414	27676776	protein_coding
PNOC	TvC	chr8	28316986	28343355	protein_coding
ZNF355P	TvC	chr21	13095305	13113790	unprocessed_pseudogene
FOXI1	TvC	chr5	170105897	170109734	protein_coding
PXK	TvC	chr3	58332686	58426746	protein_coding
CMAHP	TvC	chr6	25081862	25138081	transcribed_unitary_pseudogene
SCNN1B	TvC	chr16	23278231	23381299	protein_coding
RAB31	TvC	chr18	9708246	9862551	protein_coding
TNXB	TvC	chr6	32041153	32115334	protein_coding
CCDC110	TvC	chr4	185445182	185471752	protein_coding
CAVIN2	TvC	chr2	191834305	191847211	protein_coding
COL3A1	TvC	chr2	188974371	189012746	protein_coding
GDNF	TvC	chr5	37812677	37840041	protein_coding
WFDC13	TvC	chr20	45702038	45708817	protein_coding
AXIN2	TvC	chr17	65528561	65562067	protein_coding
LRATD2	TvC	chr8	126552443	126558478	protein_coding
WFDC12	TvC	chr20	45123425	45124465	protein_coding
SHOX2	TvC	chr3	158095905	158106420	protein_coding
ATOH8	TvC	chr2	85751344	85791383	protein_coding
ZNF608	TvC	chr5	124636913	124748807	protein_coding
STXBP6	TvC	chr14	24809454	25050333	protein_coding
TM4SF20	TvC	chr2	227362038	227381995	protein_coding
SLC49A3	TvC	chr4	681824	689396	protein_coding
IRS1	TvC	chr2	226731312	226799820	protein_coding
ROR2	TvC	chr9	91563091	91950240	protein_coding
AR	TvC	chrX	67543353	67730619	protein_coding
PARM1	TvC	chr4	74933041	75050115	protein_coding
AFAP1L2	TvC	chr10	114293604	114404775	protein_coding
MN1	TvC	chr22	27748277	27801756	protein_coding
NMD3	TvC	chr3	161104681	161253532	protein_coding
STK32A	TvC	chr5	147234963	147387855	protein_coding
IL1RAPL1	TvC	chrX	28587446	29956718	protein_coding
MINAR1	TvC	chr15	79431003	79472304	protein_coding
PTAFR	TvC	chr1	28147166	28194083	protein_coding
CXCL8	TvC	chr4	73740519	73747379	protein_coding
SCN9A	TvC	chr2	166195185	166376001	protein_coding
RASSF6	TvC	chr4	73571550	73620631	protein_coding
SDC2	TvC	chr8	96493410	96611790	protein_coding
SPRR1B	TvC	chr1	153031203	153032900	protein_coding
SPRR1A	TvC	chr1	152984081	152985814	protein_coding
HTRA4	TvC	chr8	38974228	38988663	protein_coding
PLEKHA2	TvC	chr8	38901235	38973912	protein_coding
CT55	TvC	chrX	135156540	135171398	protein_coding
ZEB2	TvC	chr2	144364364	144521057	protein_coding
GJB1	TvC	chrX	71212811	71225519	protein_coding
CLIC3	TvC	chr9	136994608	136996568	protein_coding
MT1E	TvC	chr16	56625475	56627112	protein_coding
RAC3	TvC	chr17	82031637	82034204	protein_coding
PCDH7	TvC	chr4	30720369	31146805	protein_coding
WNT10B	TvC	chr12	48965340	48971735	protein_coding
ITGAM	TvC	chr16	31259967	31332892	protein_coding
TM4SF1	TvC	chr3	149369022	149377692	protein_coding
KLF13	TvC	chr15	31326706	31435665	protein_coding
ZFPM2	TvC	chr8	104590733	105804539	protein_coding
IFFO2	TvC	chr1	18904280	18956676	protein_coding
NLGN2	TvC	chr17	7404874	7419860	protein_coding
MYO7B	TvC	chr2	127535683	127637729	protein_coding
TMEM154	TvC	chr4	152618628	152680012	protein_coding
ZPLD1	TvC	chr3	102099244	102479841	protein_coding
RNF150	TvC	chr4	140859807	141212877	protein_coding
CHRNB1	TvC	chr17	7445061	7457710	protein_coding
ANKK1	TvC	chr11	113387779	113400416	protein_coding
ADRA1B	TvC	chr5	159865080	159973012	protein_coding
MRAP	TvC	chr21	32291813	32314784	protein_coding
CMTM8	TvC	chr3	32237207	32370699	protein_coding
LGALS9B	TvC	chr17	20449395	20467548	protein_coding
CDK1	TvC	chr10	60778312	60796236	protein_coding
FRMPD2	TvC	chr10	48153088	48274696	protein_coding
FOS	TvC	chr14	75278826	75283190	protein_coding
SP7	TvC	chr12	53326575	53345315	protein_coding
TCAF2	TvC	chr7	143620952	143730410	protein_coding
SEMA3E	TvC	chr7	83363238	83649139	protein_coding
DCLK2	TvC	chr4	150078176	150257454	protein_coding
GPRC5C	TvC	chr17	74424851	74451653	protein_coding
TMT1B	TvC	chr12	55681736	55684611	protein_coding
KRT86	TvC	chr12	52249300	52309163	protein_coding
CD14	TvC	chr5	140631728	140633700	protein_coding
KRT4	TvC	chr12	52806549	52814116	protein_coding
NPAS2	TvC	chr2	100820091	100996829	protein_coding
KISS1	TvC	chr1	204190341	204196491	protein_coding
KRT83	TvC	chr12	52314301	52321398	protein_coding
TMC7	TvC	chr16	18983934	19063942	protein_coding
CDH2	TvC	chr18	27932879	28177946	protein_coding
IRX2	TvC	chr5	2741794	2751677	protein_coding
SIX2	TvC	chr2	45005182	45009452	protein_coding
RASA4B	TvC	chr7	102479976	102517800	protein_coding
CAVIN4	TvC	chr9	100578033	100588402	protein_coding
KCNS3	TvC	chr2	17877847	18361616	protein_coding
GPR37	TvC	chr7	124743885	124765792	protein_coding
FOXN2	TvC	chr2	48314331	48379295	protein_coding
CEL	TvC	chr9	133061981	133071861	protein_coding
PSG6	TvC	chr19	42902086	42919563	protein_coding
MTSS1	TvC	chr8	124550776	124728775	protein_coding
TRH	TvC	chr3	129974688	129977935	protein_coding
GSTA4	TvC	chr6	52977948	52995312	protein_coding
ZNF160	TvC	chr19	53064884	53103434	protein_coding
CAVIN3	TvC	chr11	6318946	6320546	protein_coding
CEACAM3	TvC	chr19	41796587	41811554	protein_coding
HAS2	TvC	chr8	121612116	121641440	protein_coding
S1PR1	TvC	chr1	101235366	101243713	protein_coding
PKIA	TvC	chr8	78516303	78605267	protein_coding
TSNARE1	TvC	chr8	142212077	142403213	protein_coding
FPR1	TvC	chr19	51745172	51804115	protein_coding
NRTN	TvC	chr19	5805056	5828324	protein_coding
FUT3	TvC	chr19	5842888	5851471	protein_coding
KCNG3	TvC	chr2	42442017	42493982	protein_coding
PRKCE	TvC	chr2	45651205	46187990	protein_coding
BBLN	TvC	chr9	128160265	128163924	protein_coding
FAM241B	TvC	chr10	69630241	69633614	protein_coding
TMEM37	TvC	chr2	119429901	119438504	protein_coding
SOSTDC1	TvC	chr7	16461481	16530580	protein_coding
CANT1	TvC	chr17	78991707	79009867	protein_coding
KCNK3	TvC	chr2	26692722	26733420	protein_coding
KRT15	TvC	chr17	41513745	41522529	protein_coding
KRT13	TvC	chr17	41500981	41505705	protein_coding
PDE7B	TvC	chr6	135851701	136195574	protein_coding
KSR2	TvC	chr12	117453012	117968990	protein_coding
DSEL	TvC	chr18	67506587	67516723	protein_coding
HOPX	TvC	chr4	56647989	56681877	protein_coding
RXFP1	TvC	chr4	158315311	158653372	protein_coding
DSCAM	TvC	chr21	40010999	40847158	protein_coding
PIK3CD	TvC	chr1	9629889	9730117	protein_coding
ENC1	TvC	chr5	74627406	74641424	protein_coding
DEFB4A	TvC	chr8	7894677	7896716	protein_coding
TMEM51	TvC	chr1	15152498	15220484	protein_coding
GATM	TvC	chr15	45361124	45402327	protein_coding
FAM90A1	TvC	chr12	8221260	8227621	protein_coding
RRM2	TvC	chr2	10120698	10211725	protein_coding
PRNP	TvC	chr20	4685730	4701590	protein_coding
KLF17	TvC	chr1	44118821	44135140	protein_coding
ADRA1D	TvC	chr20	4220630	4249287	protein_coding
FRMD5	TvC	chr15	43870761	44195271	protein_coding
CYP4F11	TvC	chr19	15912367	15934933	protein_coding
LGALS9C	TvC	chr17	18476737	18494945	protein_coding
FOXB1	TvC	chr15	60004234	60061730	protein_coding
DRC3	TvC	chr17	17972813	18016889	protein_coding
SYNPO	TvC	chr5	150601080	150659208	protein_coding
ANKRD20A4P	TvC	chr9	64369675	64438574	transcribed_unprocessed_pseudogene
EPHX4	TvC	chr1	92029475	92063538	protein_coding
LAMB2	TvC	chr3	49121113	49133118	protein_coding
KLF11	TvC	chr2	10042849	10054836	protein_coding
EIF2AK3	TvC	chr2	88556741	88691518	protein_coding
MOB3A	TvC	chr19	2071032	2096679	protein_coding
CALB2	TvC	chr16	71358713	71390436	protein_coding
SLC9C1	TvC	chr3	112140898	112294227	protein_coding
SNTB1	TvC	chr8	120535745	120813273	protein_coding
ISG20	TvC	chr15	88635618	88656483	protein_coding
SERHL	TvC	chr22	42500671	42512237	transcribed_unitary_pseudogene
NEGR1	TvC	chr1	71395943	72282539	protein_coding
MACROD2	TvC	chr20	13995369	16053197	protein_coding
SPTLC3	TvC	chr20	13008972	13169103	protein_coding
RCAN2	TvC	chr6	46220736	46491972	protein_coding
ARNT2	TvC	chr15	80404315	80597937	protein_coding
MAB21L4	TvC	chr2	240886048	240896893	protein_coding
ACOT12	TvC	chr5	81329862	81394191	protein_coding
SMPDL3A	TvC	chr6	122789049	122809720	protein_coding
RND1	TvC	chr12	48857145	48865870	protein_coding
ZNF738	TvC	chr19	21358930	21388582	protein_coding
SLFN11	TvC	chr17	35350305	35373701	protein_coding
EFCAB12	TvC	chr3	129401321	129428636	protein_coding
OVOL1	TvC	chr11	65786714	65797219	protein_coding
SSH3	TvC	chr11	67303478	67312607	protein_coding
EGFL7	TvC	chr9	136658284	136672679	protein_coding
MYEOV	TvC	chr11	69294129	69341682	protein_coding
MRGPRF	TvC	chr11	69004376	69014407	protein_coding
SH3RF3	TvC	chr2	109129205	109504634	protein_coding
EVC2	TvC	chr4	5542772	5709548	protein_coding
HPSE	TvC	chr4	83292461	83335153	protein_coding
ACSM6	TvC	chr10	95194200	95228929	protein_coding
ABCD2	TvC	chr12	39550033	39619803	protein_coding
ABLIM3	TvC	chr5	149141483	149260542	protein_coding
MAB21L3	TvC	chr1	116111399	116138149	protein_coding
SYT12	TvC	chr11	67006772	67050870	protein_coding
C11orf86	TvC	chr11	66975277	66977009	protein_coding
LIPM	TvC	chr10	88802730	88820546	protein_coding
PLAC8L1	TvC	chr5	146084313	146105577	protein_coding
SLC2A14	TvC	chr12	7812512	7891148	protein_coding
MMRN2	TvC	chr10	86935540	86969481	protein_coding
STOX2	TvC	chr4	183797692	184023526	protein_coding
TRIB1	TvC	chr8	125430358	125438403	protein_coding
OLR1	TvC	chr12	10158301	10172138	protein_coding
SAA1	TvC	chr11	18266260	18269977	protein_coding
TMEM196	TvC	chr7	19719315	19773617	protein_coding
CIMIP2C	TvC	chr2	26562585	26579532	protein_coding
SULT1B1	TvC	chr4	69721167	69787961	protein_coding
HSPB7	TvC	chr1	16014028	16020597	protein_coding
ADGRG2	TvC	chrX	18989307	19122956	protein_coding
SUSD5	TvC	chr3	33150043	33218810	protein_coding
HEG1	TvC	chr3	124965710	125055997	protein_coding
FAUP4	TvC	chr11	65455269	65455581	transcribed_unprocessed_pseudogene
CD7	TvC	chr17	82313564	82317608	protein_coding
JUP	TvC	chr17	41750887	41786931	protein_coding
HAP1	TvC	chr17	41717742	41734644	protein_coding
TIGD3	TvC	chr11	65354751	65357613	protein_coding
PLK3	TvC	chr1	44800346	44805995	protein_coding
C1QTNF1	TvC	chr17	79022729	79049788	protein_coding
FBXO45	TvC	chr3	196568611	196589059	protein_coding
SPATA31G1	TvC	chr9	35041095	35045986	protein_coding
CTSF	TvC	chr11	66563463	66568879	protein_coding
MSRB3	TvC	chr12	65278643	65491430	protein_coding
GLIS1	TvC	chr1	53506232	53739164	protein_coding
TRHR	TvC	chr8	109086585	109121565	protein_coding
GCSAM	TvC	chr3	112120839	112133270	protein_coding
SLC26A9	TvC	chr1	205913048	205943460	protein_coding
MYO1H	TvC	chr12	109347900	109455523	protein_coding
GOLT1A	TvC	chr1	204198158	204214121	protein_coding
TRAM1L1	TvC	chr4	117083554	117085576	protein_coding
CMKLR1	TvC	chr12	108288044	108339317	protein_coding
UGT8	TvC	chr4	114598374	114678588	protein_coding
SLCO2A1	TvC	chr3	133932699	134052184	protein_coding
BRSK2	TvC	chr11	1389899	1462689	protein_coding
SH3PXD2B	TvC	chr5	172325000	172454531	protein_coding
HRAS	TvC	chr11	532242	537343	protein_coding
BTC	TvC	chr4	74744759	74794717	protein_coding
VN2R1P	TvC	chr3	156019646	156037647	unitary_pseudogene
SEZ6L2	TvC	chr16	29871159	29899550	protein_coding
ASPHD1	TvC	chr16	29900375	29919864	protein_coding
FUT1	TvC	chr19	48748011	48755390	protein_coding
SLC22A1	TvC	chr6	160121815	160159398	protein_coding
CHST2	TvC	chr3	143119771	143124014	protein_coding
ZDHHC14	TvC	chr6	157381133	157678157	protein_coding
MARCKSL1	TvC	chr1	32333827	32336233	protein_coding
TMEM51-AS1	TvC	chr1	15111815	15153618	lncRNA
YPEL2	TvC	chr17	59331655	59401729	protein_coding
